timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1627372600462,103,JDBC Request,200,OK,Thread Group 1-1,text,true,,173,0,1,1,null,103,0,99
